YEAR,TERM,TEACHER ID,TEACHER NAME,CLASS,STUDENT NAME,STUDENT ID,DOB,DOMAIN,SUB CATEGORY,SKILL,SCORE,COMMENT
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Sings simple songs to pitch,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Responds rhythmically to music,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Participates keenly in musical activities,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Enjoys painting,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Enjoys drawing / colouring,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Produces creative and original work,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Enjoys role-play,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Makes believe with objects and situations,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play",Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,AESTHETIC AND CREATIVE EXPRESSION,"Music and Movement, Art and Craft, Dramatic Play","Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Names all the letters of the alphabet (upper case and lower case),4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Identifies graphemes,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads decodable words,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads sight words,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads simple phrases/sentences,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads expressively,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads fluently,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Spells decodable words,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Spells sight words,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Names all the letters of the alphabet (upper case and lower case),4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Identifies graphemes,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads decodable words,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads sight words,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads simple phrases/sentences,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads expressively,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Reads fluently,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Spells decodable words,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Spells sight words,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Phonics and Reading Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Articulates words clearly,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Answers questions coherently,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Asks a variety of questions,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,"Expresses and communicates experiences, needs and thoughts effectively and fluently",4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Uses complete sentences consistently,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Speaks confidently in a group,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Speaks and relates to others expressively,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Articulates words clearly,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Answers questions coherently,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Asks a variety of questions,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,"Expresses and communicates experiences, needs and thoughts effectively and fluently",4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Uses complete sentences consistently,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Speaks confidently in a group,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Speaks and relates to others expressively,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Listening and Speaking Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Writes own name using upper and lower case letters,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Writes letters of the alphabet correctly,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Writes words neatly,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Writes phrases/sentences neatly,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Copies words/phrases accurately,4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,"Shows awareness of writing conventions (upper/lower case, basic punctuation, spatial awareness)",4,
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,1,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Writes own name using upper and lower case letters,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Writes letters of the alphabet correctly,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Writes words neatly,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Writes phrases/sentences neatly,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Copies words/phrases accurately,4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,"Shows awareness of writing conventions (upper/lower case, basic punctuation, spatial awareness)",4,
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,2,T001,MRS LINDA TAN,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY,Writing Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Understands and executes complex instructions,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Understands story-telling of short children's literature,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Understands topics of interest,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,"Distinguishes between sounds, tones and intonations",4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Understands and executes complex instructions,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Understands story-telling of short children's literature,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Understands topics of interest,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,"Distinguishes between sounds, tones and intonations",4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Listening Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Creates short songs or stories based on the materials provided,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Expresses ideas sequentially and consistently,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Uses rich vocabulary and complete sentences to describe things,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,"Observes, compares and distinguishes environment and articulate thoughts",4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Creates short songs or stories based on the materials provided,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Expresses ideas sequentially and consistently,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Uses rich vocabulary and complete sentences to describe things,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,"Observes, compares and distinguishes environment and articulate thoughts",4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Oral Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Shows interest in reading,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Able to read more words and phrases,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Reads children's songs,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Able to read simple storybooks,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Observes and identifies the structure of common Chinese characters,4,
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Shows interest in reading,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Able to read more words and phrases,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Reads children's songs,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Able to read simple storybooks,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Observes and identifies the structure of common Chinese characters,4,
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Commendable Areas observed:,0,"Rachel has increased in her confidence in reading in front 
of her classmates. She is a delightful & 
animated reader. Rachel won the interclass spelling bee 
competition!"
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,Areas of potential in this category,0,"Rachel loves to create.  If she creates her own materials, 
this would boost her confidence in this area even more"
2022,2,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Reading Skills,"Suggested areas for parents to positively encourage 
at home",0,"1. To read books aloud to siblings to boost her confidence  
2. Mini projects – create a short story book  
3. Mini competitions to have more difficult words to 
challenge her spelling"
2022,1,T005,MDM WONG,K2,RACHEL LEE,S0001,15-Jun-16,LANGUAGE AND LITERACY (CHINESE),Writing Skills,Able to write the basic strokes of Chinese characters and master simple Chinese characters,4,
